,Class,Sample,Date,Peak,RT,scan_number,Intensity,Area%,CAS_ID,Quality,Peak_ID
0,CU,CU3,2015/11/03,6,8.203,2166,199396,0.26,000123-72-8,78.0,CU3-1103-6
1,CU,CU3,2015/11/03,8,8.38,2213,49279,0.07,000534-22-5,76.0,CU3-1103-8
2,CU,CU3,2015/11/03,9,8.533,2254,769124,1.02,000109-99-9,90.0,CU3-1103-9
3,CU,CU3,2015/11/03,10,8.593,2270,78929,0.1,000109-99-9,80.0,CU3-1103-10
4,CU,CU3,2015/11/03,12,8.897,2351,133877,0.18,000071-43-2,91.0,CU3-1103-12
5,CU,CU3,2015/11/03,13,8.949,2365,453905,0.6,000071-36-3,80.0,CU3-1103-13
6,CU,CU3,2015/11/03,15,9.654,2553,492453,0.65,000109-60-4,83.0,CU3-1103-15
7,CU,CU3,2015/11/03,17,10.066,2663,1524114,2.01,000137-32-6,83.0,CU3-1103-17
8,CU,CU3,2015/11/03,17,10.066,2663,1524114,2.01,034713-94-5,83.0,CU3-1103-17
9,CU,CU3,2015/11/03,18,10.164,2689,82323,0.11,001115-11-3,90.0,CU3-1103-18
10,CU,CU3,2015/11/03,19,10.348,2738,42397,0.06,024587-26-6,97.0,CU3-1103-19
11,CU,CU3,2015/11/03,19,10.348,2738,42397,0.06,024587-27-7,95.0,CU3-1103-19
12,CU,CU3,2015/11/03,19,10.348,2738,42397,0.06,019264-50-7,95.0,CU3-1103-19
13,CU,CU3,2015/11/03,21,10.617,2810,505338,0.67,000544-25-2,87.0,CU3-1103-21
14,CU,CU3,2015/11/03,21,10.617,2810,505338,0.67,000108-88-3,94.0,CU3-1103-21
15,CU,CU3,2015/11/03,24,11.12,2944,60211,0.08,000111-66-0,95.0,CU3-1103-24
16,CU,CU3,2015/11/03,24,11.12,2944,60211,0.08,038851-70-6,94.0,CU3-1103-24
17,CU,CU3,2015/11/03,24,11.12,2944,60211,0.08,038851-69-3,93.0,CU3-1103-24
18,CU,CU3,2015/11/03,25,11.352,3006,224813,0.3,000066-25-1,90.0,CU3-1103-25
19,CU,CU3,2015/11/03,26,11.483,3041,68853,0.09,000111-67-1,96.0,CU3-1103-26
20,CU,CU3,2015/11/03,26,11.483,3041,68853,0.09,013389-42-9,97.0,CU3-1103-26
21,CU,CU3,2015/11/03,26,11.483,3041,68853,0.09,007642-04-8,95.0,CU3-1103-26
22,CU,CU3,2015/11/03,27,11.611,3075,531994,0.7,000106-36-5,83.0,CU3-1103-27
23,CU,CU3,2015/11/03,28,11.723,3105,5411345,7.15,000123-86-4,83.0,CU3-1103-28
24,CU,CU3,2015/11/03,29,11.892,3150,5923473,7.82,000541-05-9,90.0,CU3-1103-29
25,CU,CU3,2015/11/03,32,13.002,3446,95171,0.13,000100-41-4,93.0,CU3-1103-32
26,CU,CU3,2015/11/03,33,13.226,3506,742530,0.98,001330-20-7,92.0,CU3-1103-33
27,CU,CU3,2015/11/03,33,13.226,3506,742530,0.98,000106-42-3,92.0,CU3-1103-33
28,CU,CU3,2015/11/03,33,13.226,3506,742530,0.98,000095-47-6,92.0,CU3-1103-33
29,CU,CU3,2015/11/03,34,13.56,3595,20582126,27.18,000624-41-9,83.0,CU3-1103-34
30,CU,CU3,2015/11/03,36,13.883,3681,98682,0.13,000100-42-5,93.0,CU3-1103-36
31,CU,CU3,2015/11/03,36,13.883,3681,98682,0.13,000694-87-1,93.0,CU3-1103-36
32,CU,CU3,2015/11/03,37,14.126,3746,426188,0.56,000105-66-8,90.0,CU3-1103-37
33,CU,CU3,2015/11/03,40,14.452,3833,2772909,3.66,000590-01-2,90.0,CU3-1103-40
34,CU,CU3,2015/11/03,41,14.64,3883,958482,1.27,000628-63-7,83.0,CU3-1103-41
35,CU,CU3,2015/11/03,41,14.64,3883,958482,1.27,000123-92-2,83.0,CU3-1103-41
36,CU,CU3,2015/11/03,42,14.722,3905,85027,0.11,000100-66-3,95.0,CU3-1103-42
37,CU,CU3,2015/11/03,44,14.981,3974,177030,0.23,000106-70-7,86.0,CU3-1103-44
38,CU,CU3,2015/11/03,45,15.704,4167,594261,0.78,068039-26-9,83.0,CU3-1103-45
39,CU,CU3,2015/11/03,45,15.704,4167,594261,0.78,037064-20-3,83.0,CU3-1103-45
40,CU,CU3,2015/11/03,48,16.585,4402,1428096,1.89,000105-68-0,90.0,CU3-1103-48
41,CU,CU3,2015/11/03,48,16.585,4402,1428096,1.89,002438-20-2,83.0,CU3-1103-48
42,CU,CU3,2015/11/03,50,17.121,4545,311108,0.41,000110-93-0,93.0,CU3-1103-50
43,CU,CU3,2015/11/03,51,17.26,4582,243187,0.32,000111-13-7,94.0,CU3-1103-51
44,CU,CU3,2015/11/03,52,17.429,4627,1091830,1.44,000109-21-7,90.0,CU3-1103-52
45,CU,CU3,2015/11/03,54,17.759,4715,153014,0.2,000111-90-0,86.0,CU3-1103-54
46,CU,CU3,2015/11/03,56,18.058,4795,4468185,5.9,000142-92-7,90.0,CU3-1103-56
47,CU,CU3,2015/11/03,59,19.082,5068,1872499,2.47,015706-73-7,90.0,CU3-1103-59
48,CU,CU3,2015/11/03,61,19.685,5229,263740,0.35,000540-18-1,90.0,CU3-1103-61
49,CU,CU3,2015/11/03,61,19.685,5229,263740,0.35,051115-64-1,90.0,CU3-1103-61
50,CU,CU3,2015/11/03,61,19.685,5229,263740,0.35,000106-27-4,90.0,CU3-1103-61
51,CU,CU3,2015/11/03,64,20.63,5481,63083,0.08,007525-62-4,96.0,CU3-1103-64
52,CU,CU3,2015/11/03,64,20.63,5481,63083,0.08,003454-07-7,94.0,CU3-1103-64
53,CU,CU3,2015/11/03,65,21.001,5580,542578,0.72,000626-77-7,91.0,CU3-1103-65
54,CU,CU3,2015/11/03,66,21.335,5669,861568,1.14,002445-78-5,83.0,CU3-1103-66
55,CU,CU3,2015/11/03,67,21.384,5682,1019629,1.35,002445-76-3,90.0,CU3-1103-67
56,CU,CU3,2015/11/03,69,22.572,5999,194655,0.26,068039-26-9,78.0,CU3-1103-69
57,CU,CU3,2015/11/03,72,24.424,6493,2086452,2.76,000626-82-4,91.0,CU3-1103-72
58,CU,CU3,2015/11/03,74,26.024,6920,3138842,4.15,999145-36-2,83.0,CU3-1103-74
59,CU,CU3,2015/11/03,74,26.024,6920,3138842,4.15,010032-15-2,83.0,CU3-1103-74
60,CU,CU3,2015/11/03,75,26.568,7065,404172,0.53,999145-27-3,86.0,CU3-1103-75
61,CU,CU3,2015/11/03,75,26.568,7065,404172,0.53,999145-27-2,87.0,CU3-1103-75
62,CU,CU3,2015/11/03,75,26.568,7065,404172,0.53,002198-61-0,90.0,CU3-1103-75
63,CU,CU3,2015/11/03,78,30.991,8245,459789,0.61,006378-65-0,91.0,CU3-1103-78
64,CU,CU3,2015/11/03,82,34.08,9069,137401,0.18,000644-30-4,93.0,CU3-1103-82
65,CU,CU3,2015/11/03,83,34.403,9155,123495,0.16,013474-59-4,87.0,CU3-1103-83
66,CU,CU3,2015/11/03,85,34.807,9263,1874743,2.48,000502-61-4,95.0,CU3-1103-85
67,CU,CU3,2015/11/03,86,34.991,9312,111538,0.15,000128-37-0,98.0,CU3-1103-86
68,CU,CU3,2015/11/03,87,35.332,9403,148187,0.2,025246-27-9,78.0,CU3-1103-87
69,CU,CU3,2015/11/03,87,35.332,9403,148187,0.2,014912-44-8,76.0,CU3-1103-87
70,CU,CU3,2015/11/03,87,35.332,9403,148187,0.2,005989-08-2,83.0,CU3-1103-87
71,CU,CU3,2015/11/03,90,36.97,9840,1476858,1.95,000086-73-7,97.0,CU3-1103-90
72,CU,CU3,2015/11/03,95,40.172,10694,51575,0.07,001730-37-6,93.0,CU3-1103-95
73,CU,CU3,2015/11/03,95,40.172,10694,51575,0.07,002523-37-7,93.0,CU3-1103-95
74,CU,CU3,2015/11/03,96,40.239,10712,121098,0.16,001430-97-3,96.0,CU3-1103-96
75,CU,CU3,2015/11/03,96,40.239,10712,121098,0.16,001730-37-6,96.0,CU3-1103-96
76,CU,CU3,2015/11/03,96,40.239,10712,121098,0.16,002523-39-9,96.0,CU3-1103-96
77,CU,CU3,2015/11/03,97,40.419,10760,57009,0.08,001430-97-3,92.0,CU3-1103-97
78,CU,CU3,2015/11/03,97,40.419,10760,57009,0.08,001730-37-6,93.0,CU3-1103-97
79,CU,CU3,2015/11/03,98,40.719,10840,88287,0.12,001556-99-6,93.0,CU3-1103-98
80,CU,CU3,2015/11/03,98,40.719,10840,88287,0.12,001430-97-3,78.0,CU3-1103-98
81,CU,CU3,2015/11/03,99,42.376,11282,428189,0.57,000120-12-7,95.0,CU3-1103-99
82,CU,CU3,2015/11/03,99,42.376,11282,428189,0.57,000085-01-8,96.0,CU3-1103-99
83,CU,CU3,2015/11/03,100,42.631,11350,36767,0.05,000120-12-7,92.0,CU3-1103-100
84,CU,CU3,2015/11/03,100,42.631,11350,36767,0.05,000501-65-5,90.0,CU3-1103-100
85,CU,CU3,2015/11/03,100,42.631,11350,36767,0.05,000085-01-8,90.0,CU3-1103-100
86,CU,CU3,2015/11/25,4,8.192,2163,36715,0.13,000123-72-8,90.0,CU3-1125-4
87,CU,CU3,2015/11/25,6,8.443,2230,378275,1.38,000109-99-9,90.0,CU3-1125-6
88,CU,CU3,2015/11/25,7,8.698,2298,30941,0.11,000071-43-2,91.0,CU3-1125-7
89,CU,CU3,2015/11/25,12,9.275,2452,216579,0.79,000109-60-4,78.0,CU3-1125-12
90,CU,CU3,2015/11/25,13,9.586,2535,552586,2.02,000137-32-6,91.0,CU3-1125-13
91,CU,CU3,2015/11/25,13,9.586,2535,552586,2.02,034713-94-5,91.0,CU3-1125-13
92,CU,CU3,2015/11/25,14,9.954,2633,127077,0.46,000108-88-3,93.0,CU3-1125-14
93,CU,CU3,2015/11/25,17,10.58,2800,36815,0.13,000105-54-4,93.0,CU3-1125-17
94,CU,CU3,2015/11/25,18,10.703,2833,343136,1.26,000106-36-5,90.0,CU3-1125-18
95,CU,CU3,2015/11/25,19,10.778,2853,1473227,5.39,000123-86-4,90.0,CU3-1125-19
96,CU,CU3,2015/11/25,20,10.831,2867,2799017,10.24,000541-05-9,91.0,CU3-1125-20
97,CU,CU3,2015/11/25,21,11.562,3062,49644,0.18,007452-79-1,90.0,CU3-1125-21
98,CU,CU3,2015/11/25,23,11.794,3124,15815,0.06,000100-41-4,76.0,CU3-1125-23
99,CU,CU3,2015/11/25,23,11.794,3124,15815,0.06,000000-00-0,76.0,CU3-1125-23
100,CU,CU3,2015/11/25,24,11.963,3169,53767,0.2,001330-20-7,95.0,CU3-1125-24
101,CU,CU3,2015/11/25,24,11.963,3169,53767,0.2,000095-47-6,95.0,CU3-1125-24
102,CU,CU3,2015/11/25,26,12.199,3232,10597299,38.77,000624-41-9,83.0,CU3-1125-26
103,CU,CU3,2015/11/25,28,12.698,3365,274150,1.0,000105-66-8,91.0,CU3-1125-28
104,CU,CU3,2015/11/25,29,12.953,3433,1047593,3.83,000590-01-2,83.0,CU3-1125-29
105,CU,CU3,2015/11/25,30,13.144,3484,322710,1.18,000628-63-7,83.0,CU3-1125-30
106,CU,CU3,2015/11/25,31,13.305,3527,52072,0.19,000100-66-3,96.0,CU3-1125-31
107,CU,CU3,2015/11/25,32,13.998,3712,453500,1.66,037064-20-3,83.0,CU3-1125-32
108,CU,CU3,2015/11/25,32,13.998,3712,453500,1.66,015706-73-7,83.0,CU3-1125-32
109,CU,CU3,2015/11/25,35,14.767,3917,585024,2.14,000624-54-4,86.0,CU3-1125-35
110,CU,CU3,2015/11/25,35,14.767,3917,585024,2.14,000105-68-0,86.0,CU3-1125-35
111,CU,CU3,2015/11/25,37,15.547,4125,1412661,5.17,000141-63-9,83.0,CU3-1125-37
112,CU,CU3,2015/11/25,37,15.547,4125,1412661,5.17,000556-67-2,91.0,CU3-1125-37
113,CU,CU3,2015/11/25,40,16.083,4268,1148904,4.2,000142-92-7,90.0,CU3-1125-40
114,CU,CU3,2015/11/25,42,16.971,4505,800037,2.93,015706-73-7,90.0,CU3-1125-42
115,CU,CU3,2015/11/25,44,17.541,4657,95152,0.35,000540-18-1,83.0,CU3-1125-44
116,CU,CU3,2015/11/25,44,17.541,4657,95152,0.35,051115-64-1,90.0,CU3-1125-44
117,CU,CU3,2015/11/25,45,18.763,4983,256630,0.94,000626-77-7,91.0,CU3-1125-45
118,CU,CU3,2015/11/25,46,19.022,5052,275121,1.01,002445-78-5,90.0,CU3-1125-46
119,CU,CU3,2015/11/25,47,19.127,5080,255744,0.94,002445-76-3,90.0,CU3-1125-47
120,CU,CU3,2015/11/25,49,20.202,5367,62723,0.23,068039-26-9,91.0,CU3-1125-49
121,CU,CU3,2015/11/25,51,20.716,5504,279972,1.02,013450-73-2,95.0,CU3-1125-51
122,CU,CU3,2015/11/25,52,21.942,5831,643830,2.36,000626-82-4,90.0,CU3-1125-52
123,CU,CU3,2015/11/25,53,23.43,6228,598720,2.19,999145-36-1,91.0,CU3-1125-53
124,CU,CU3,2015/11/25,53,23.43,6228,598720,2.19,010032-15-2,90.0,CU3-1125-53
125,CU,CU3,2015/11/25,54,23.955,6368,81185,0.3,999145-27-4,86.0,CU3-1125-54
126,CU,CU3,2015/11/25,54,23.955,6368,81185,0.3,999145-27-3,86.0,CU3-1125-54
127,CU,CU3,2015/11/25,54,23.955,6368,81185,0.3,999145-27-2,91.0,CU3-1125-54
128,CU,CU3,2015/11/25,58,28.198,7500,69025,0.25,006378-65-0,91.0,CU3-1125-58
129,CU,CU3,2015/11/25,59,31.887,8484,92750,0.34,000502-61-4,81.0,CU3-1125-59
130,CU,CU3,2015/11/25,62,37.098,9874,21031,0.08,001430-97-3,90.0,CU3-1125-62
131,CU,CU3,2015/11/25,62,37.098,9874,21031,0.08,001730-37-6,90.0,CU3-1125-62
132,CU,CU3,2015/11/25,62,37.098,9874,21031,0.08,002523-37-7,96.0,CU3-1125-62
133,CU,CU3,2015/11/25,63,37.165,9892,50406,0.18,001430-97-3,96.0,CU3-1125-63
134,CU,CU3,2015/11/25,63,37.165,9892,50406,0.18,001730-37-6,95.0,CU3-1125-63
135,CU,CU3,2015/11/25,64,37.634,10017,27246,0.1,001430-97-3,81.0,CU3-1125-64
136,CU,CU3,2015/11/25,64,37.634,10017,27246,0.1,002523-37-7,76.0,CU3-1125-64
137,CU,CU3,2015/11/25,65,39.268,10453,145005,0.53,000085-01-8,96.0,CU3-1125-65
138,CU,CU3,2015/12/17,8,8.912,2355,496184,0.7,000141-78-6,90.0,CU3-1217-8
139,CU,CU3,2015/12/17,10,9.062,2395,511653,0.72,000109-99-9,90.0,CU3-1217-10
140,CU,CU3,2015/12/17,11,9.467,2503,41767,0.06,000071-43-2,91.0,CU3-1217-11
141,CU,CU3,2015/12/17,12,9.508,2514,437650,0.62,000071-36-3,80.0,CU3-1217-12
142,CU,CU3,2015/12/17,13,9.564,2529,243350,0.34,000922-63-4,93.0,CU3-1217-13
143,CU,CU3,2015/12/17,14,9.864,2609,77229,0.11,007289-51-2,78.0,CU3-1217-14
144,CU,CU3,2015/12/17,14,9.864,2609,77229,0.11,062016-48-2,91.0,CU3-1217-14
145,CU,CU3,2015/12/17,16,10.246,2711,239786,0.34,000105-37-3,91.0,CU3-1217-16
146,CU,CU3,2015/12/17,17,10.291,2723,632354,0.89,000109-60-4,78.0,CU3-1217-17
147,CU,CU3,2015/12/17,18,10.737,2842,807768,1.14,001565-80-6,83.0,CU3-1217-18
148,CU,CU3,2015/12/17,18,10.737,2842,807768,1.14,000137-32-6,83.0,CU3-1217-18
149,CU,CU3,2015/12/17,18,10.737,2842,807768,1.14,034713-94-5,83.0,CU3-1217-18
150,CU,CU3,2015/12/17,20,11.06,2928,25802,0.04,017679-93-5,87.0,CU3-1217-20
151,CU,CU3,2015/12/17,20,11.06,2928,25802,0.04,024587-26-6,94.0,CU3-1217-20
152,CU,CU3,2015/12/17,20,11.06,2928,25802,0.04,019264-50-7,87.0,CU3-1217-20
153,CU,CU3,2015/12/17,22,11.356,3007,229478,0.32,000108-88-3,94.0,CU3-1217-22
154,CU,CU3,2015/12/17,23,11.536,3055,136598,0.19,000110-19-0,83.0,CU3-1217-23
155,CU,CU3,2015/12/17,25,12.173,3225,2305104,3.26,000105-54-4,95.0,CU3-1217-25
156,CU,CU3,2015/12/17,26,12.42,3291,235666,0.33,000106-36-5,83.0,CU3-1217-26
157,CU,CU3,2015/12/17,27,12.529,3320,9279670,13.13,000123-86-4,83.0,CU3-1217-27
158,CU,CU3,2015/12/17,28,12.694,3364,3011326,4.26,000541-05-9,91.0,CU3-1217-28
159,CU,CU3,2015/12/17,29,13.545,3591,3007999,4.26,007452-79-1,91.0,CU3-1217-29
160,CU,CU3,2015/12/17,32,14.122,3745,405246,0.57,000108-38-3,95.0,CU3-1217-32
161,CU,CU3,2015/12/17,32,14.122,3745,405246,0.57,000106-42-3,95.0,CU3-1217-32
162,CU,CU3,2015/12/17,33,14.441,3830,18631633,26.36,000624-41-9,83.0,CU3-1217-33
163,CU,CU3,2015/12/17,35,15.037,3989,820017,1.16,000105-66-8,91.0,CU3-1217-35
164,CU,CU3,2015/12/17,36,15.374,4079,817134,1.16,000590-01-2,90.0,CU3-1217-36
165,CU,CU3,2015/12/17,37,15.569,4131,839853,1.19,000628-63-7,78.0,CU3-1217-37
166,CU,CU3,2015/12/17,38,16.476,4373,24110,0.03,055514-48-2,81.0,CU3-1217-38
167,CU,CU3,2015/12/17,39,16.656,4421,1491555,2.11,015706-73-7,83.0,CU3-1217-39
168,CU,CU3,2015/12/17,40,16.908,4488,106913,0.15,000097-87-0,90.0,CU3-1217-40
169,CU,CU3,2015/12/17,43,17.56,4662,198689,0.28,000105-68-0,86.0,CU3-1217-43
170,CU,CU3,2015/12/17,43,17.56,4662,198689,0.28,054004-43-2,83.0,CU3-1217-43
171,CU,CU3,2015/12/17,45,18.4,4886,2269658,3.21,000109-21-7,91.0,CU3-1217-45
172,CU,CU3,2015/12/17,47,18.531,4921,1557829,2.2,000123-66-0,93.0,CU3-1217-47
173,CU,CU3,2015/12/17,50,19.029,5054,5715606,8.09,000142-92-7,90.0,CU3-1217-50
174,CU,CU3,2015/12/17,52,19.599,5206,44674,0.06,000138-86-3,96.0,CU3-1217-52
175,CU,CU3,2015/12/17,52,19.599,5206,44674,0.06,005989-54-8,96.0,CU3-1217-52
176,CU,CU3,2015/12/17,53,20.064,5330,3796322,5.37,015706-73-7,90.0,CU3-1217-53
177,CU,CU3,2015/12/17,54,20.667,5491,287505,0.41,000540-18-1,90.0,CU3-1217-54
178,CU,CU3,2015/12/17,54,20.667,5491,287505,0.41,051115-64-1,90.0,CU3-1217-54
179,CU,CU3,2015/12/17,54,20.667,5491,287505,0.41,000106-27-4,90.0,CU3-1217-54
180,CU,CU3,2015/12/17,55,21.979,5841,972624,1.38,000626-77-7,90.0,CU3-1217-55
181,CU,CU3,2015/12/17,57,22.321,5932,1054184,1.49,002445-78-5,83.0,CU3-1217-57
182,CU,CU3,2015/12/17,59,23.558,6262,157919,0.22,068039-26-9,91.0,CU3-1217-59
183,CU,CU3,2015/12/17,63,25.398,6753,2404295,3.4,000626-82-4,86.0,CU3-1217-63
184,CU,CU3,2015/12/17,64,25.616,6811,128529,0.18,000106-32-1,91.0,CU3-1217-64
185,CU,CU3,2015/12/17,66,27.524,7320,181306,0.26,002601-13-0,91.0,CU3-1217-66
186,CU,CU3,2015/12/17,66,27.524,7320,181306,0.26,002198-61-0,90.0,CU3-1217-66
187,CU,CU3,2015/12/17,70,31.917,8492,128995,0.18,006378-65-0,91.0,CU3-1217-70
188,CU,CU3,2015/12/17,72,35.01,9317,64819,0.09,000644-30-4,96.0,CU3-1217-72
189,CU,CU3,2015/12/17,74,35.711,9504,1129108,1.6,000502-61-4,95.0,CU3-1217-74
190,CU,CU3,2015/12/17,80,43.305,11530,194117,0.27,000120-12-7,95.0,CU3-1217-80
191,CU,CU3,2015/12/17,80,43.305,11530,194117,0.27,000085-01-8,95.0,CU3-1217-80
192,CU,CU3,2015/11/07,5,8.203,2166,102255,0.3,000110-54-3,76.0,CU3-1107-5
193,CU,CU3,2015/11/07,6,8.263,2182,33536,0.1,000064-19-7,86.0,CU3-1107-6
194,CU,CU3,2015/11/07,7,8.503,2246,312454,0.93,000109-99-9,90.0,CU3-1107-7
195,CU,CU3,2015/11/07,8,8.863,2342,33236,0.1,000071-43-2,91.0,CU3-1107-8
196,CU,CU3,2015/11/07,9,8.904,2353,115762,0.34,000071-36-3,86.0,CU3-1107-9
197,CU,CU3,2015/11/07,11,9.602,2539,252817,0.75,000109-60-4,83.0,CU3-1107-11
198,CU,CU3,2015/11/07,12,9.999,2645,486065,1.44,001565-80-6,90.0,CU3-1107-12
199,CU,CU3,2015/11/07,12,9.999,2645,486065,1.44,000137-32-6,91.0,CU3-1107-12
200,CU,CU3,2015/11/07,13,10.554,2793,134551,0.4,000108-88-3,90.0,CU3-1107-13
201,CU,CU3,2015/11/07,15,11.09,2936,17445,0.05,000096-29-7,87.0,CU3-1107-15
202,CU,CU3,2015/11/07,16,11.273,2985,72288,0.21,000066-25-1,86.0,CU3-1107-16
203,CU,CU3,2015/11/07,18,11.528,3053,463387,1.38,000106-36-5,86.0,CU3-1107-18
204,CU,CU3,2015/11/07,19,11.641,3083,2113643,6.28,000123-86-4,83.0,CU3-1107-19
205,CU,CU3,2015/11/07,20,11.813,3129,2537868,7.54,000541-05-9,90.0,CU3-1107-20
206,CU,CU3,2015/11/07,24,13.136,3482,201663,0.6,000108-38-3,86.0,CU3-1107-24
207,CU,CU3,2015/11/07,25,13.463,3569,12369827,36.74,000624-41-9,83.0,CU3-1107-25
208,CU,CU3,2015/11/07,27,14.021,3718,362237,1.08,000105-66-8,90.0,CU3-1107-27
209,CU,CU3,2015/11/07,28,14.119,3744,59478,0.18,999067-89-0,76.0,CU3-1107-28
210,CU,CU3,2015/11/07,29,14.344,3804,1448546,4.3,000590-01-2,90.0,CU3-1107-29
211,CU,CU3,2015/11/07,30,14.531,3854,441288,1.31,000628-63-7,78.0,CU3-1107-30
212,CU,CU3,2015/11/07,31,14.617,3877,54512,0.16,000100-66-3,96.0,CU3-1107-31
213,CU,CU3,2015/11/07,33,15.584,4135,505009,1.5,037064-20-3,83.0,CU3-1107-33
214,CU,CU3,2015/11/07,37,16.462,4369,1319186,3.92,000105-68-0,86.0,CU3-1107-37
215,CU,CU3,2015/11/07,37,16.462,4369,1319186,3.92,002438-20-2,83.0,CU3-1107-37
216,CU,CU3,2015/11/07,39,16.998,4512,56018,0.17,000110-93-0,76.0,CU3-1107-39
217,CU,CU3,2015/11/07,40,17.301,4593,518050,1.54,000109-21-7,86.0,CU3-1107-40
218,CU,CU3,2015/11/07,40,17.301,4593,518050,1.54,000819-97-6,86.0,CU3-1107-40
219,CU,CU3,2015/11/07,41,17.436,4629,1226503,3.64,000556-67-2,91.0,CU3-1107-41
220,CU,CU3,2015/11/07,43,17.605,4674,65815,0.2,000111-90-0,80.0,CU3-1107-43
221,CU,CU3,2015/11/07,45,17.927,4760,1741235,5.17,000142-92-7,90.0,CU3-1107-45
222,CU,CU3,2015/11/07,47,18.951,5033,858890,2.55,015706-73-7,90.0,CU3-1107-47
223,CU,CU3,2015/11/07,48,19.498,5179,33792,0.1,000112-40-3,80.0,CU3-1107-48
224,CU,CU3,2015/11/07,49,19.547,5192,178342,0.53,000540-18-1,90.0,CU3-1107-49
225,CU,CU3,2015/11/07,49,19.547,5192,178342,0.53,051115-64-1,90.0,CU3-1107-49
226,CU,CU3,2015/11/07,49,19.547,5192,178342,0.53,000106-27-4,90.0,CU3-1107-49
227,CU,CU3,2015/11/07,52,20.866,5544,317189,0.94,000626-77-7,90.0,CU3-1107-52
228,CU,CU3,2015/11/07,53,21.016,5584,31032,0.09,001120-21-4,76.0,CU3-1107-53
229,CU,CU3,2015/11/07,55,21.196,5632,405620,1.2,002445-78-5,83.0,CU3-1107-55
230,CU,CU3,2015/11/07,63,24.281,6455,756461,2.25,000626-82-4,90.0,CU3-1107-63
231,CU,CU3,2015/11/07,63,24.281,6455,756461,2.25,006378-65-0,90.0,CU3-1107-63
232,CU,CU3,2015/11/07,64,24.57,6532,48295,0.14,000112-40-3,90.0,CU3-1107-64
233,CU,CU3,2015/11/07,65,25.878,6881,637961,1.9,010032-15-2,90.0,CU3-1107-65
234,CU,CU3,2015/11/07,66,26.422,7026,135782,0.4,999145-27-2,90.0,CU3-1107-66
235,CU,CU3,2015/11/07,66,26.422,7026,135782,0.4,002198-61-0,86.0,CU3-1107-66
236,CU,CU3,2015/11/07,69,27.996,7446,47450,0.14,000629-50-5,87.0,CU3-1107-69
237,CU,CU3,2015/11/07,71,30.849,8207,96448,0.29,006378-65-0,90.0,CU3-1107-71
238,CU,CU3,2015/11/07,72,31.265,8318,39565,0.12,000629-59-4,94.0,CU3-1107-72
239,CU,CU3,2015/11/07,73,33.934,9030,22992,0.07,000644-30-4,93.0,CU3-1107-73
240,CU,CU3,2015/11/07,75,34.365,9145,21299,0.06,000629-62-9,93.0,CU3-1107-75
241,CU,CU3,2015/11/07,77,34.665,9225,465213,1.38,000502-61-4,94.0,CU3-1107-77
242,CU,CU3,2015/11/07,79,36.798,9794,27566,0.08,000086-73-7,90.0,CU3-1107-79
243,CU,CU3,2015/11/07,82,40.01,10651,31668,0.09,001430-97-3,96.0,CU3-1107-82
244,CU,CU3,2015/11/07,82,40.01,10651,31668,0.09,001730-37-6,98.0,CU3-1107-82
245,CU,CU3,2015/11/07,83,40.07,10667,75357,0.22,001430-97-3,96.0,CU3-1107-83
246,CU,CU3,2015/11/07,83,40.07,10667,75357,0.22,001730-37-6,96.0,CU3-1107-83
247,CU,CU3,2015/11/07,84,40.239,10712,23767,0.07,001556-99-6,93.0,CU3-1107-84
248,CU,CU3,2015/11/07,84,40.239,10712,23767,0.07,002523-39-9,90.0,CU3-1107-84
249,CU,CU3,2015/11/07,84,40.239,10712,23767,0.07,001730-37-6,90.0,CU3-1107-84
250,CU,CU3,2015/11/07,85,40.547,10794,19216,0.06,001430-97-3,93.0,CU3-1107-85
251,CU,CU3,2015/11/07,85,40.547,10794,19216,0.06,001730-37-6,95.0,CU3-1107-85
252,CU,CU3,2015/11/07,85,40.547,10794,19216,0.06,000000-00-0,94.0,CU3-1107-85
253,CU,CU3,2015/11/07,86,42.196,11234,229278,0.68,000085-01-8,96.0,CU3-1107-86
254,CU,CU3,2015/11/14,5,8.057,2127,85971,0.27,004170-30-3,91.0,CU3-1114-5
255,CU,CU3,2015/11/14,5,8.057,2127,85971,0.27,001191-99-7,91.0,CU3-1114-5
256,CU,CU3,2015/11/14,5,8.057,2127,85971,0.27,000123-73-9,90.0,CU3-1114-5
257,CU,CU3,2015/11/14,8,8.335,2201,94460,0.29,000534-22-5,76.0,CU3-1114-8
258,CU,CU3,2015/11/14,10,8.511,2248,728004,2.27,000109-99-9,90.0,CU3-1114-10
259,CU,CU3,2015/11/14,11,8.717,2303,72192,0.22,000071-43-2,94.0,CU3-1114-11
260,CU,CU3,2015/11/14,13,8.822,2331,363066,1.13,001115-11-3,90.0,CU3-1114-13
261,CU,CU3,2015/11/14,13,8.822,2331,363066,1.13,000922-63-4,96.0,CU3-1114-13
262,CU,CU3,2015/11/14,14,8.912,2355,221166,0.69,000071-36-3,80.0,CU3-1114-14
263,CU,CU3,2015/11/14,18,9.695,2564,656555,2.04,000137-32-6,87.0,CU3-1114-18
264,CU,CU3,2015/11/14,18,9.695,2564,656555,2.04,034713-94-5,91.0,CU3-1114-18
265,CU,CU3,2015/11/14,19,9.988,2642,252263,0.78,000108-88-3,93.0,CU3-1114-19
266,CU,CU3,2015/11/14,23,10.812,2862,571582,1.78,000106-36-5,90.0,CU3-1114-23
