,Class,Sample,Date,Peak,RT,scan_number,Intensity,Area%,CAS_ID,Quality,Peak_ID
10840,MR,MR5,2015/11/05,17,9.624,2545,1119025,0.92,000109-60-4,78.0,MR5-1105-17
10841,MR,MR5,2015/11/05,18,9.77,2584,52387,0.04,000623-42-7,81.0,MR5-1105-18
10842,MR,MR5,2015/11/05,19,10.029,2653,608451,0.5,001565-80-6,83.0,MR5-1105-19
10843,MR,MR5,2015/11/05,19,10.029,2653,608451,0.5,000137-32-6,83.0,MR5-1105-19
10844,MR,MR5,2015/11/05,20,10.314,2729,47486,0.04,024587-27-7,93.0,MR5-1105-20
10845,MR,MR5,2015/11/05,20,10.314,2729,47486,0.04,019264-50-7,94.0,MR5-1105-20
10846,MR,MR5,2015/11/05,21,10.58,2800,422061,0.35,000108-88-3,93.0,MR5-1105-21
10847,MR,MR5,2015/11/05,22,10.76,2848,59688,0.05,000110-19-0,59.0,MR5-1105-22
10848,MR,MR5,2015/11/05,23,10.835,2868,67640,0.06,000868-57-5,90.0,MR5-1105-23
10849,MR,MR5,2015/11/05,24,11.36,3008,7449159,6.12,000105-54-4,95.0,MR5-1105-24
10850,MR,MR5,2015/11/05,25,11.581,3067,1446210,1.19,000106-36-5,83.0,MR5-1105-25
10851,MR,MR5,2015/11/05,26,11.697,3098,7463621,6.13,000123-86-4,78.0,MR5-1105-26
10852,MR,MR5,2015/11/05,27,11.858,3141,4013074,3.3,000541-05-9,90.0,MR5-1105-27
10853,MR,MR5,2015/11/05,28,12.661,3355,11170489,9.18,007452-79-1,94.0,MR5-1105-28
10854,MR,MR5,2015/11/05,29,12.844,3404,55764,0.05,000105-66-8,50.0,MR5-1105-29
10855,MR,MR5,2015/11/05,29,12.844,3404,55764,0.05,074367-31-0,50.0,MR5-1105-29
10856,MR,MR5,2015/11/05,30,12.964,3436,83154,0.07,000100-41-4,76.0,MR5-1105-30
10857,MR,MR5,2015/11/05,31,13.189,3496,873339,0.72,000106-42-3,92.0,MR5-1105-31
10858,MR,MR5,2015/11/05,31,13.189,3496,873339,0.72,000095-47-6,92.0,MR5-1105-31
10859,MR,MR5,2015/11/05,32,13.448,3565,31540,0.03,000123-92-2,72.0,MR5-1105-32
10860,MR,MR5,2015/11/05,33,13.519,3584,13946584,11.46,000624-41-9,83.0,MR5-1105-33
10861,MR,MR5,2015/11/05,34,13.841,3670,31358,0.03,000100-42-5,76.0,MR5-1105-34
10862,MR,MR5,2015/11/05,35,14.085,3735,2875880,2.36,000105-66-8,90.0,MR5-1105-35
10863,MR,MR5,2015/11/05,36,14.175,3759,242314,0.2,000539-82-2,96.0,MR5-1105-36
10864,MR,MR5,2015/11/05,37,14.272,3785,56982,0.05,004389-50-8,42.0,MR5-1105-37
10865,MR,MR5,2015/11/05,37,14.272,3785,56982,0.05,999067-89-0,78.0,MR5-1105-37
10866,MR,MR5,2015/11/05,37,14.272,3785,56982,0.05,002305-36-4,42.0,MR5-1105-37
10867,MR,MR5,2015/11/05,38,14.419,3824,2511927,2.06,000590-01-2,90.0,MR5-1105-38
10868,MR,MR5,2015/11/05,39,14.602,3873,1492463,1.23,000628-63-7,83.0,MR5-1105-39
10869,MR,MR5,2015/11/05,39,14.602,3873,1492463,1.23,000123-92-2,90.0,MR5-1105-39
10870,MR,MR5,2015/11/05,40,14.951,3966,55868,0.05,000623-42-7,72.0,MR5-1105-40
10871,MR,MR5,2015/11/05,41,15.457,4101,292152,0.24,005837-78-5,81.0,MR5-1105-41
10872,MR,MR5,2015/11/05,41,15.457,4101,292152,0.24,055514-48-2,94.0,MR5-1105-41
10873,MR,MR5,2015/11/05,42,15.671,4158,9432787,7.75,037064-20-3,83.0,MR5-1105-42
10874,MR,MR5,2015/11/05,43,15.911,4222,62568,0.05,000097-87-0,86.0,MR5-1105-43
10875,MR,MR5,2015/11/05,44,16.042,4257,111780,0.09,999160-75-6,47.0,MR5-1105-44
10876,MR,MR5,2015/11/05,44,16.042,4257,111780,0.09,105561-29-3,47.0,MR5-1105-44
10877,MR,MR5,2015/11/05,44,16.042,4257,111780,0.09,002103-88-0,46.0,MR5-1105-44
10878,MR,MR5,2015/11/05,45,16.166,4290,105141,0.09,063621-15-8,38.0,MR5-1105-45
10879,MR,MR5,2015/11/05,45,16.166,4290,105141,0.09,004144-62-1,38.0,MR5-1105-45
10880,MR,MR5,2015/11/05,45,16.166,4290,105141,0.09,100612-53-1,38.0,MR5-1105-45
10881,MR,MR5,2015/11/05,46,16.548,4392,788734,0.65,000105-68-0,86.0,MR5-1105-46
10882,MR,MR5,2015/11/05,46,16.548,4392,788734,0.65,002438-20-2,83.0,MR5-1105-46
10883,MR,MR5,2015/11/05,47,17.088,4536,53606,0.04,999031-51-7,64.0,MR5-1105-47
10884,MR,MR5,2015/11/05,47,17.088,4536,53606,0.04,000110-93-0,58.0,MR5-1105-47
10885,MR,MR5,2015/11/05,47,17.088,4536,53606,0.04,026118-97-8,58.0,MR5-1105-47
10886,MR,MR5,2015/11/05,48,17.391,4617,2527930,2.08,000109-21-7,90.0,MR5-1105-48
10887,MR,MR5,2015/11/05,49,17.523,4652,7297297,5.99,000123-66-0,91.0,MR5-1105-49
10888,MR,MR5,2015/11/05,50,17.65,4686,242302,0.2,002445-67-2,78.0,MR5-1105-50
10889,MR,MR5,2015/11/05,51,17.744,4711,67513,0.06,000112-36-7,53.0,MR5-1105-51
10890,MR,MR5,2015/11/05,51,17.744,4711,67513,0.06,000111-90-0,53.0,MR5-1105-51
10891,MR,MR5,2015/11/05,52,17.796,4725,160217,0.13,000624-54-4,47.0,MR5-1105-52
10892,MR,MR5,2015/11/05,53,18.025,4786,7359390,6.05,000142-92-7,90.0,MR5-1105-53
10893,MR,MR5,2015/11/05,54,18.553,4927,58512,0.05,000138-86-3,97.0,MR5-1105-54
10894,MR,MR5,2015/11/05,54,18.553,4927,58512,0.05,005989-54-8,98.0,MR5-1105-54
10895,MR,MR5,2015/11/05,55,18.838,5003,83749,0.07,061692-83-9,80.0,MR5-1105-55
10896,MR,MR5,2015/11/05,55,18.838,5003,83749,0.07,001733-25-1,96.0,MR5-1105-55
10897,MR,MR5,2015/11/05,56,19.052,5060,7980673,6.56,015706-73-7,90.0,MR5-1105-56
10898,MR,MR5,2015/11/05,57,19.573,5199,54108,0.04,051200-87-4,46.0,MR5-1105-57
10899,MR,MR5,2015/11/05,57,19.573,5199,54108,0.04,000563-16-6,64.0,MR5-1105-57
10900,MR,MR5,2015/11/05,58,19.644,5218,476498,0.39,000540-18-1,83.0,MR5-1105-58
10901,MR,MR5,2015/11/05,58,19.644,5218,476498,0.39,051115-64-1,83.0,MR5-1105-58
10902,MR,MR5,2015/11/05,58,19.644,5218,476498,0.39,000106-27-4,90.0,MR5-1105-58
10903,MR,MR5,2015/11/05,59,20.96,5569,3007749,2.47,000626-77-7,91.0,MR5-1105-59
10904,MR,MR5,2015/11/05,60,21.08,5601,107007,0.09,000106-30-9,93.0,MR5-1105-60
10905,MR,MR5,2015/11/05,61,21.166,5624,63408,0.05,016387-18-1,64.0,MR5-1105-61
10906,MR,MR5,2015/11/05,61,21.166,5624,63408,0.05,000609-26-7,58.0,MR5-1105-61
10907,MR,MR5,2015/11/05,62,21.29,5657,2131695,1.75,025415-62-7,72.0,MR5-1105-62
10908,MR,MR5,2015/11/05,62,21.29,5657,2131695,1.75,002445-78-5,83.0,MR5-1105-62
10909,MR,MR5,2015/11/05,63,21.695,5765,97724,0.08,013450-73-2,50.0,MR5-1105-63
10910,MR,MR5,2015/11/05,63,21.695,5765,97724,0.08,000239-64-5,47.0,MR5-1105-63
10911,MR,MR5,2015/11/05,63,21.695,5765,97724,0.08,999368-32-6,53.0,MR5-1105-63
10912,MR,MR5,2015/11/05,64,22.373,5946,44496,0.04,007785-66-2,68.0,MR5-1105-64
10913,MR,MR5,2015/11/05,64,22.373,5946,44496,0.04,106356-12-1,47.0,MR5-1105-64
10914,MR,MR5,2015/11/05,65,22.531,5988,706013,0.58,068039-26-9,83.0,MR5-1105-65
10915,MR,MR5,2015/11/05,66,22.879,6081,119242,0.1,002639-63-6,72.0,MR5-1105-66
10916,MR,MR5,2015/11/05,66,22.879,6081,119242,0.1,002349-07-7,64.0,MR5-1105-66
10917,MR,MR5,2015/11/05,67,22.966,6104,67756,0.06,006976-72-3,64.0,MR5-1105-67
10918,MR,MR5,2015/11/05,67,22.966,6104,67756,0.06,000105-79-3,53.0,MR5-1105-67
10919,MR,MR5,2015/11/05,68,23.149,6153,535299,0.44,999407-95-1,72.0,MR5-1105-68
10920,MR,MR5,2015/11/05,68,23.149,6153,535299,0.44,037148-64-4,72.0,MR5-1105-68
10921,MR,MR5,2015/11/05,68,23.149,6153,535299,0.44,003789-85-3,72.0,MR5-1105-68
10922,MR,MR5,2015/11/05,69,24.105,6408,27410,0.02,000091-20-3,81.0,MR5-1105-69
10923,MR,MR5,2015/11/05,70,24.386,6483,3874955,3.18,000626-82-4,90.0,MR5-1105-70
10924,MR,MR5,2015/11/05,71,24.604,6541,528932,0.43,000106-32-1,95.0,MR5-1105-71
10925,MR,MR5,2015/11/05,72,25.987,6910,5934485,4.87,010032-15-2,83.0,MR5-1105-72
10926,MR,MR5,2015/11/05,73,26.523,7053,363683,0.3,999145-27-4,90.0,MR5-1105-73
10927,MR,MR5,2015/11/05,73,26.523,7053,363683,0.3,999145-27-3,90.0,MR5-1105-73
10928,MR,MR5,2015/11/05,73,26.523,7053,363683,0.3,002198-61-0,90.0,MR5-1105-73
10929,MR,MR5,2015/11/05,74,27.43,7295,25038,0.02,000629-59-4,52.0,MR5-1105-74
10930,MR,MR5,2015/11/05,75,27.738,7377,196893,0.16,000540-07-8,49.0,MR5-1105-75
10931,MR,MR5,2015/11/05,76,27.861,7410,172756,0.14,000624-13-5,64.0,MR5-1105-76
10932,MR,MR5,2015/11/05,77,28.596,7606,42906,0.04,000556-67-2,72.0,MR5-1105-77
10933,MR,MR5,2015/11/05,78,29.091,7738,187362,0.15,053044-27-2,50.0,MR5-1105-78
10934,MR,MR5,2015/11/05,78,29.091,7738,187362,0.15,999556-92-5,56.0,MR5-1105-78
10935,MR,MR5,2015/11/05,79,30.946,8233,694355,0.57,006378-65-0,91.0,MR5-1105-79
10936,MR,MR5,2015/11/05,80,32.948,8767,60187,0.05,002035-99-6,59.0,MR5-1105-80
10937,MR,MR5,2015/11/05,81,33.537,8924,45851,0.04,000560-32-7,72.0,MR5-1105-81
10938,MR,MR5,2015/11/05,81,33.537,8924,45851,0.04,003779-61-1,46.0,MR5-1105-81
10939,MR,MR5,2015/11/05,82,33.938,9031,25753,0.02,049831-79-0,14.0,MR5-1105-82
10940,MR,MR5,2015/11/05,82,33.938,9031,25753,0.02,003261-62-9,18.0,MR5-1105-82
10941,MR,MR5,2015/11/05,83,34.032,9056,156098,0.13,000644-30-4,96.0,MR5-1105-83
10942,MR,MR5,2015/11/05,84,34.361,9144,159680,0.13,026560-14-5,90.0,MR5-1105-84
10943,MR,MR5,2015/11/05,84,34.361,9144,159680,0.13,017829-53-7,91.0,MR5-1105-84
10944,MR,MR5,2015/11/05,84,34.361,9144,159680,0.13,017699-05-7,94.0,MR5-1105-84
10945,MR,MR5,2015/11/05,85,34.545,9193,38909,0.03,000141-63-9,53.0,MR5-1105-85
10946,MR,MR5,2015/11/05,85,34.545,9193,38909,0.03,087166-99-2,52.0,MR5-1105-85
10947,MR,MR5,2015/11/05,86,34.766,9252,2504233,2.06,000502-61-4,95.0,MR5-1105-86
10948,MR,MR5,2015/11/05,87,35.287,9391,145740,0.12,014912-44-8,76.0,MR5-1105-87
10949,MR,MR5,2015/11/05,87,35.287,9391,145740,0.12,003853-83-6,81.0,MR5-1105-87
10950,MR,MR5,2015/11/05,88,36.108,9610,40421,0.03,999549-59-5,9.0,MR5-1105-88
10951,MR,MR5,2015/11/05,88,36.108,9610,40421,0.03,007409-18-9,14.0,MR5-1105-88
10952,MR,MR5,2015/11/05,88,36.108,9610,40421,0.03,000051-67-2,9.0,MR5-1105-88
10953,MR,MR5,2015/11/05,89,36.603,9742,54801,0.05,000875-59-2,30.0,MR5-1105-89
10954,MR,MR5,2015/11/05,89,36.603,9742,54801,0.05,999201-21-3,27.0,MR5-1105-89
10955,MR,MR5,2015/11/05,89,36.603,9742,54801,0.05,000768-91-2,22.0,MR5-1105-89
10956,MR,MR5,2015/11/05,90,36.798,9794,90440,0.07,999176-60-3,42.0,MR5-1105-90
10957,MR,MR5,2015/11/05,90,36.798,9794,90440,0.07,019817-12-0,46.0,MR5-1105-90
10958,MR,MR5,2015/11/05,90,36.798,9794,90440,0.07,999176-65-5,50.0,MR5-1105-90
10959,MR,MR5,2015/11/05,91,36.914,9825,204912,0.17,000086-73-7,90.0,MR5-1105-91
10960,MR,MR5,2015/11/05,92,37.409,9957,317366,0.26,999420-40-5,27.0,MR5-1105-92
10961,MR,MR5,2015/11/05,92,37.409,9957,317366,0.26,999133-71-6,25.0,MR5-1105-92
10962,MR,MR5,2015/11/05,92,37.409,9957,317366,0.26,006846-50-0,27.0,MR5-1105-92
10963,MR,MR5,2015/11/05,93,38.061,10131,285030,0.23,058775-52-3,43.0,MR5-1105-93
10964,MR,MR5,2015/11/05,93,38.061,10131,285030,0.23,999099-61-9,38.0,MR5-1105-93
10965,MR,MR5,2015/11/05,93,38.061,10131,285030,0.23,013754-86-4,49.0,MR5-1105-93
10966,MR,MR5,2015/11/05,94,38.305,10196,31704,0.03,999295-92-6,9.0,MR5-1105-94
10967,MR,MR5,2015/11/05,94,38.305,10196,31704,0.03,108714-30-3,9.0,MR5-1105-94
10968,MR,MR5,2015/11/05,94,38.305,10196,31704,0.03,000083-13-6,9.0,MR5-1105-94
10969,MR,MR5,2015/11/05,95,40.131,10683,58446,0.05,001730-37-6,96.0,MR5-1105-95
10970,MR,MR5,2015/11/05,95,40.131,10683,58446,0.05,002523-39-9,95.0,MR5-1105-95
10971,MR,MR5,2015/11/05,95,40.131,10683,58446,0.05,000000-00-0,94.0,MR5-1105-95
10972,MR,MR5,2015/11/05,96,40.179,10696,145042,0.12,001430-97-3,96.0,MR5-1105-96
10973,MR,MR5,2015/11/05,96,40.179,10696,145042,0.12,001730-37-6,97.0,MR5-1105-96
10974,MR,MR5,2015/11/05,97,40.352,10742,55275,0.05,001430-97-3,90.0,MR5-1105-97
10975,MR,MR5,2015/11/05,97,40.352,10742,55275,0.05,001730-37-6,93.0,MR5-1105-97
10976,MR,MR5,2015/11/05,98,40.659,10824,69546,0.06,001430-97-3,86.0,MR5-1105-98
10977,MR,MR5,2015/11/05,98,40.659,10824,69546,0.06,000000-00-0,93.0,MR5-1105-98
10978,MR,MR5,2015/11/05,99,41.6,11075,31755,0.03,000132-65-0,68.0,MR5-1105-99
10979,MR,MR5,2015/11/05,100,42.32,11267,386554,0.32,000085-01-8,96.0,MR5-1105-100
10980,MR,MR5,2015/11/19,1,2.157,553,72548,0.05,000124-38-9,3.0,MR5-1119-1
10981,MR,MR5,2015/11/19,1,2.157,553,72548,0.05,017251-62-6,4.0,MR5-1119-1
10982,MR,MR5,2015/11/19,2,2.258,580,218966,0.15,000124-38-9,4.0,MR5-1119-2
10983,MR,MR5,2015/11/19,3,7.851,2072,1847196,1.24,000064-17-5,64.0,MR5-1119-3
10984,MR,MR5,2015/11/19,4,8.061,2128,78089,0.05,001708-29-8,87.0,MR5-1119-4
10985,MR,MR5,2015/11/19,4,8.061,2128,78089,0.05,004170-30-3,87.0,MR5-1119-4
10986,MR,MR5,2015/11/19,5,8.155,2153,744016,0.5,000071-23-8,59.0,MR5-1119-5
10987,MR,MR5,2015/11/19,5,8.155,2153,744016,0.5,001184-60-7,64.0,MR5-1119-5
10988,MR,MR5,2015/11/19,6,8.252,2179,42358,0.03,004245-76-5,59.0,MR5-1119-6
10989,MR,MR5,2015/11/19,6,8.252,2179,42358,0.03,000078-93-3,49.0,MR5-1119-6
10990,MR,MR5,2015/11/19,6,8.252,2179,42358,0.03,000097-96-1,47.0,MR5-1119-6
10991,MR,MR5,2015/11/19,7,8.357,2207,2772462,1.87,000141-78-6,90.0,MR5-1119-7
10992,MR,MR5,2015/11/19,8,8.451,2232,590502,0.4,000109-99-9,86.0,MR5-1119-8
10993,MR,MR5,2015/11/19,9,8.575,2265,54962,0.04,053229-39-3,64.0,MR5-1119-9
10994,MR,MR5,2015/11/19,10,8.691,2296,47913,0.03,000071-43-2,91.0,MR5-1119-10
10995,MR,MR5,2015/11/19,11,8.724,2305,71499,0.05,000096-17-3,49.0,MR5-1119-11
10996,MR,MR5,2015/11/19,11,8.724,2305,71499,0.05,000625-38-7,50.0,MR5-1119-11
10997,MR,MR5,2015/11/19,12,8.769,2317,555529,0.37,001115-11-3,90.0,MR5-1119-12
10998,MR,MR5,2015/11/19,12,8.769,2317,555529,0.37,000922-63-4,96.0,MR5-1119-12
10999,MR,MR5,2015/11/19,13,8.826,2332,1716003,1.15,000071-36-3,86.0,MR5-1119-13
11000,MR,MR5,2015/11/19,14,8.949,2365,101930,0.07,007289-51-2,64.0,MR5-1119-14
11001,MR,MR5,2015/11/19,14,8.949,2365,101930,0.07,062016-48-2,64.0,MR5-1119-14
11002,MR,MR5,2015/11/19,14,8.949,2365,101930,0.07,053778-61-3,47.0,MR5-1119-14
11003,MR,MR5,2015/11/19,15,9.212,2435,7978627,5.37,000105-37-3,91.0,MR5-1119-15
11004,MR,MR5,2015/11/19,16,9.392,2483,207575,0.14,000623-42-7,59.0,MR5-1119-16
11005,MR,MR5,2015/11/19,17,9.635,2548,1962607,1.32,000137-32-6,87.0,MR5-1119-17
11006,MR,MR5,2015/11/19,17,9.635,2548,1962607,1.32,034713-94-5,91.0,MR5-1119-17
11007,MR,MR5,2015/11/19,18,9.868,2610,87086,0.06,000097-62-1,74.0,MR5-1119-18
11008,MR,MR5,2015/11/19,19,9.95,2632,346985,0.23,000108-88-3,94.0,MR5-1119-19
11009,MR,MR5,2015/11/19,20,10.104,2673,125104,0.08,000110-19-0,40.0,MR5-1119-20
11010,MR,MR5,2015/11/19,21,10.149,2685,361524,0.24,000868-57-5,87.0,MR5-1119-21
11011,MR,MR5,2015/11/19,22,10.535,2788,19482525,13.11,000105-54-4,96.0,MR5-1119-22
11012,MR,MR5,2015/11/19,23,10.711,2835,2086685,1.4,000106-36-5,83.0,MR5-1119-23
11013,MR,MR5,2015/11/19,24,10.797,2858,9973302,6.71,000123-86-4,83.0,MR5-1119-24
11014,MR,MR5,2015/11/19,25,10.846,2871,3916839,2.64,000541-05-9,91.0,MR5-1119-25
11015,MR,MR5,2015/11/19,26,11.543,3057,27320012,18.38,007452-79-1,93.0,MR5-1119-26
11016,MR,MR5,2015/11/19,27,11.72,3104,95141,0.06,007452-79-1,41.0,MR5-1119-27
11017,MR,MR5,2015/11/19,28,11.978,3173,319601,0.22,000108-38-3,95.0,MR5-1119-28
11018,MR,MR5,2015/11/19,28,11.978,3173,319601,0.22,000095-47-6,95.0,MR5-1119-28
11019,MR,MR5,2015/11/19,29,12.076,3199,631688,0.43,000111-27-3,78.0,MR5-1119-29
11020,MR,MR5,2015/11/19,30,12.226,3239,11785923,7.93,000624-41-9,83.0,MR5-1119-30
11021,MR,MR5,2015/11/19,31,12.567,3330,80820,0.05,000100-42-5,83.0,MR5-1119-31
11022,MR,MR5,2015/11/19,32,12.698,3365,4150029,2.79,000105-66-8,91.0,MR5-1119-32
11023,MR,MR5,2015/11/19,33,12.803,3393,458555,0.31,000539-82-2,96.0,MR5-1119-33
11024,MR,MR5,2015/11/19,34,12.987,3442,1413052,0.95,000590-01-2,90.0,MR5-1119-34
11025,MR,MR5,2015/11/19,35,13.11,3475,53082,0.04,002941-78-8,38.0,MR5-1119-35
11026,MR,MR5,2015/11/19,35,13.11,3475,53082,0.04,000128-09-6,38.0,MR5-1119-35
11027,MR,MR5,2015/11/19,35,13.11,3475,53082,0.04,999067-89-0,49.0,MR5-1119-35
11028,MR,MR5,2015/11/19,36,13.155,3487,1510341,1.02,000628-63-7,83.0,MR5-1119-36
11029,MR,MR5,2015/11/19,36,13.155,3487,1510341,1.02,000123-92-2,78.0,MR5-1119-36
11030,MR,MR5,2015/11/19,37,13.328,3533,135294,0.09,000100-66-3,96.0,MR5-1119-37
11031,MR,MR5,2015/11/19,38,13.489,3576,142339,0.1,000106-70-7,86.0,MR5-1119-38
11032,MR,MR5,2015/11/19,39,13.924,3692,582616,0.39,005837-78-5,93.0,MR5-1119-39
11033,MR,MR5,2015/11/19,40,14.014,3716,9978167,6.71,037064-20-3,83.0,MR5-1119-40
11034,MR,MR5,2015/11/19,40,14.014,3716,9978167,6.71,015706-73-7,83.0,MR5-1119-40
11035,MR,MR5,2015/11/19,41,14.347,3805,30394,0.02,005870-93-9,50.0,MR5-1119-41
11036,MR,MR5,2015/11/19,42,14.527,3853,85530,0.06,035373-10-5,49.0,MR5-1119-42
11037,MR,MR5,2015/11/19,42,14.527,3853,85530,0.06,999160-75-6,47.0,MR5-1119-42
11038,MR,MR5,2015/11/19,42,14.527,3853,85530,0.06,999207-67-0,46.0,MR5-1119-42
11039,MR,MR5,2015/11/19,43,14.67,3891,47635,0.03,000100-52-7,55.0,MR5-1119-43
11040,MR,MR5,2015/11/19,44,14.82,3931,317878,0.21,000105-68-0,86.0,MR5-1119-44
11041,MR,MR5,2015/11/19,44,14.82,3931,317878,0.21,054004-43-2,78.0,MR5-1119-44
11042,MR,MR5,2015/11/19,45,15.243,4044,27801,0.02,000123-86-4,27.0,MR5-1119-45
11043,MR,MR5,2015/11/19,45,15.243,4044,27801,0.02,002906-12-9,32.0,MR5-1119-45
11044,MR,MR5,2015/11/19,46,15.476,4106,55258,0.04,001072-05-5,49.0,MR5-1119-46
11045,MR,MR5,2015/11/19,46,15.476,4106,55258,0.04,000124-18-5,49.0,MR5-1119-46
11046,MR,MR5,2015/11/19,47,15.573,4132,3395681,2.28,000556-67-2,74.0,MR5-1119-47
11047,MR,MR5,2015/11/19,48,15.671,4158,9595396,6.46,000123-66-0,91.0,MR5-1119-48
11048,MR,MR5,2015/11/19,49,15.959,4235,104448,0.07,000540-07-8,38.0,MR5-1119-49
11049,MR,MR5,2015/11/19,49,15.959,4235,104448,0.07,017071-52-2,43.0,MR5-1119-49
11050,MR,MR5,2015/11/19,49,15.959,4235,104448,0.07,000624-54-4,43.0,MR5-1119-49
11051,MR,MR5,2015/11/19,50,16.128,4280,7994906,5.38,000142-92-7,90.0,MR5-1119-50
11052,MR,MR5,2015/11/19,51,16.42,4358,36674,0.02,054824-09-8,12.0,MR5-1119-51
11053,MR,MR5,2015/11/19,51,16.42,4358,36674,0.02,083637-40-5,14.0,MR5-1119-51
11054,MR,MR5,2015/11/19,52,16.525,4386,39865,0.03,000138-86-3,91.0,MR5-1119-52
11055,MR,MR5,2015/11/19,52,16.525,4386,39865,0.03,005989-54-8,93.0,MR5-1119-52
11056,MR,MR5,2015/11/19,53,16.923,4492,86146,0.06,061692-83-9,80.0,MR5-1119-53
11057,MR,MR5,2015/11/19,53,16.923,4492,86146,0.06,001733-25-1,93.0,MR5-1119-53
11058,MR,MR5,2015/11/19,54,17.009,4515,3195967,2.15,015706-73-7,90.0,MR5-1119-54
11059,MR,MR5,2015/11/19,55,17.343,4604,33716,0.02,000111-65-9,72.0,MR5-1119-55
11060,MR,MR5,2015/11/19,55,17.343,4604,33716,0.02,002213-23-2,72.0,MR5-1119-55
11061,MR,MR5,2015/11/19,56,17.579,4667,230771,0.16,000540-18-1,83.0,MR5-1119-56
11062,MR,MR5,2015/11/19,56,17.579,4667,230771,0.16,051115-64-1,90.0,MR5-1119-56
11063,MR,MR5,2015/11/19,56,17.579,4667,230771,0.16,000106-27-4,90.0,MR5-1119-56
11064,MR,MR5,2015/11/19,57,18.79,4990,2076362,1.4,000626-77-7,91.0,MR5-1119-57
11065,MR,MR5,2015/11/19,58,18.936,5029,276832,0.19,000106-30-9,90.0,MR5-1119-58
11066,MR,MR5,2015/11/19,59,19.067,5064,641798,0.43,002445-78-5,90.0,MR5-1119-59
11067,MR,MR5,2015/11/19,60,19.172,5092,412592,0.28,002445-76-3,90.0,MR5-1119-60
11068,MR,MR5,2015/11/19,61,19.656,5221,62076,0.04,999368-32-6,59.0,MR5-1119-61
11069,MR,MR5,2015/11/19,61,19.656,5221,62076,0.04,999553-37-6,50.0,MR5-1119-61
11070,MR,MR5,2015/11/19,61,19.656,5221,62076,0.04,999553-37-5,50.0,MR5-1119-61
11071,MR,MR5,2015/11/19,62,20.248,5379,215345,0.14,068039-26-9,64.0,MR5-1119-62
11072,MR,MR5,2015/11/19,63,20.585,5469,32557,0.02,002639-63-6,59.0,MR5-1119-63
11073,MR,MR5,2015/11/19,63,20.585,5469,32557,0.02,002349-07-7,59.0,MR5-1119-63
11074,MR,MR5,2015/11/19,64,20.656,5488,47200,0.03,063673-76-7,43.0,MR5-1119-64
11075,MR,MR5,2015/11/19,64,20.656,5488,47200,0.03,053044-27-2,45.0,MR5-1119-64
11076,MR,MR5,2015/11/19,64,20.656,5488,47200,0.03,127744-55-2,50.0,MR5-1119-64
11077,MR,MR5,2015/11/19,65,20.75,5513,444375,0.3,999367-20-5,59.0,MR5-1119-65
11078,MR,MR5,2015/11/19,65,20.75,5513,444375,0.3,999366-85-3,59.0,MR5-1119-65
11079,MR,MR5,2015/11/19,65,20.75,5513,444375,0.3,000000-00-0,59.0,MR5-1119-65
11080,MR,MR5,2015/11/19,66,21.995,5845,1243208,0.84,000626-82-4,90.0,MR5-1119-66
11081,MR,MR5,2015/11/19,67,22.231,5908,610409,0.41,000106-32-1,95.0,MR5-1119-67
11082,MR,MR5,2015/11/19,68,23.487,6243,1922771,1.29,999145-36-1,91.0,MR5-1119-68
11083,MR,MR5,2015/11/19,68,23.487,6243,1922771,1.29,999145-36-2,91.0,MR5-1119-68
11084,MR,MR5,2015/11/19,68,23.487,6243,1922771,1.29,010032-15-2,83.0,MR5-1119-68
11085,MR,MR5,2015/11/19,69,24.011,6383,69086,0.05,999145-27-2,86.0,MR5-1119-69
11086,MR,MR5,2015/11/19,69,24.011,6383,69086,0.05,002198-61-0,80.0,MR5-1119-69
11087,MR,MR5,2015/11/19,70,25.2,6700,59490,0.04,001121-92-2,10.0,MR5-1119-70
11088,MR,MR5,2015/11/19,70,25.2,6700,59490,0.04,000626-82-4,10.0,MR5-1119-70
11089,MR,MR5,2015/11/19,71,25.335,6736,106642,0.07,000624-13-5,38.0,MR5-1119-71
11090,MR,MR5,2015/11/19,71,25.335,6736,106642,0.07,059456-19-8,38.0,MR5-1119-71
11091,MR,MR5,2015/11/19,72,26.392,7018,124259,0.08,999733-96-4,38.0,MR5-1119-72
11092,MR,MR5,2015/11/19,72,26.392,7018,124259,0.08,017995-44-7,32.0,MR5-1119-72
11093,MR,MR5,2015/11/19,72,26.392,7018,124259,0.08,999555-66-9,35.0,MR5-1119-72
11094,MR,MR5,2015/11/19,73,28.259,7516,118894,0.08,006378-65-0,91.0,MR5-1119-73
11095,MR,MR5,2015/11/19,74,28.491,7578,33365,0.02,000629-59-4,93.0,MR5-1119-74
11096,MR,MR5,2015/11/19,75,31.936,8497,342479,0.23,000502-61-4,98.0,MR5-1119-75
11097,MR,MR5,2015/11/19,76,34.485,9177,84142,0.06,999377-31-7,53.0,MR5-1119-76
11098,MR,MR5,2015/11/19,76,34.485,9177,84142,0.06,053670-48-7,53.0,MR5-1119-76
11099,MR,MR5,2015/11/19,76,34.485,9177,84142,0.06,999133-71-6,53.0,MR5-1119-76
11100,MR,MR5,2015/11/19,77,37.21,9904,62858,0.04,001430-97-3,93.0,MR5-1119-77
11101,MR,MR5,2015/11/19,77,37.21,9904,62858,0.04,002523-39-9,95.0,MR5-1119-77
