,Class,Sample,Date,Peak,RT,scan_number,Intensity,Area%,CAS_ID,Quality,Peak_ID
0,CU,CU3,2015/11/03,1,1.771,450,104584,0.14,000124-38-9,4.0,CU3-1103-1
1,CU,CU3,2015/11/03,2,1.932,493,103807,0.14,000124-38-9,4.0,CU3-1103-2
2,CU,CU3,2015/11/03,3,7.51,1981,103443,0.14,000563-46-2,35.0,CU3-1103-3
3,CU,CU3,2015/11/03,3,7.51,1981,103443,0.14,000930-18-7,35.0,CU3-1103-3
4,CU,CU3,2015/11/03,3,7.51,1981,103443,0.14,000627-20-3,35.0,CU3-1103-3
5,CU,CU3,2015/11/03,4,7.975,2105,78420,0.1,999007-66-4,9.0,CU3-1103-4
6,CU,CU3,2015/11/03,4,7.975,2105,78420,0.1,004927-03-1,4.0,CU3-1103-4
7,CU,CU3,2015/11/03,4,7.975,2105,78420,0.1,054211-16-4,9.0,CU3-1103-4
8,CU,CU3,2015/11/03,5,8.083,2134,136752,0.18,001191-99-7,49.0,CU3-1103-5
9,CU,CU3,2015/11/03,6,8.203,2166,199396,0.26,000123-72-8,78.0,CU3-1103-6
10,CU,CU3,2015/11/03,7,8.297,2191,66582,0.09,000064-19-7,64.0,CU3-1103-7
11,CU,CU3,2015/11/03,8,8.38,2213,49279,0.07,000534-22-5,76.0,CU3-1103-8
12,CU,CU3,2015/11/03,9,8.533,2254,769124,1.02,000109-99-9,90.0,CU3-1103-9
13,CU,CU3,2015/11/03,10,8.593,2270,78929,0.1,000109-99-9,80.0,CU3-1103-10
14,CU,CU3,2015/11/03,11,8.758,2314,59924,0.08,000109-69-3,64.0,CU3-1103-11
15,CU,CU3,2015/11/03,12,8.897,2351,133877,0.18,000071-43-2,91.0,CU3-1103-12
16,CU,CU3,2015/11/03,13,8.949,2365,453905,0.6,000071-36-3,80.0,CU3-1103-13
17,CU,CU3,2015/11/03,14,9.388,2482,178297,0.24,999061-16-6,39.0,CU3-1103-14
18,CU,CU3,2015/11/03,14,9.388,2482,178297,0.24,041563-26-2,36.0,CU3-1103-14
19,CU,CU3,2015/11/03,14,9.388,2482,178297,0.24,999061-16-5,39.0,CU3-1103-14
20,CU,CU3,2015/11/03,15,9.654,2553,492453,0.65,000109-60-4,83.0,CU3-1103-15
21,CU,CU3,2015/11/03,16,9.804,2593,55761,0.07,000623-42-7,49.0,CU3-1103-16
22,CU,CU3,2015/11/03,17,10.066,2663,1524114,2.01,000137-32-6,83.0,CU3-1103-17
23,CU,CU3,2015/11/03,17,10.066,2663,1524114,2.01,034713-94-5,83.0,CU3-1103-17
24,CU,CU3,2015/11/03,18,10.164,2689,82323,0.11,001115-11-3,90.0,CU3-1103-18
25,CU,CU3,2015/11/03,19,10.348,2738,42397,0.06,024587-26-6,97.0,CU3-1103-19
26,CU,CU3,2015/11/03,19,10.348,2738,42397,0.06,024587-27-7,95.0,CU3-1103-19
27,CU,CU3,2015/11/03,19,10.348,2738,42397,0.06,019264-50-7,95.0,CU3-1103-19
28,CU,CU3,2015/11/03,20,10.438,2762,111433,0.15,000544-10-5,23.0,CU3-1103-20
29,CU,CU3,2015/11/03,20,10.438,2762,111433,0.15,042141-19-5,12.0,CU3-1103-20
30,CU,CU3,2015/11/03,20,10.438,2762,111433,0.15,006974-77-2,23.0,CU3-1103-20
31,CU,CU3,2015/11/03,21,10.617,2810,505338,0.67,000544-25-2,87.0,CU3-1103-21
32,CU,CU3,2015/11/03,21,10.617,2810,505338,0.67,000108-88-3,94.0,CU3-1103-21
33,CU,CU3,2015/11/03,22,10.794,2857,106232,0.14,000110-19-0,72.0,CU3-1103-22
34,CU,CU3,2015/11/03,23,10.872,2878,46242,0.06,000868-57-5,64.0,CU3-1103-23
35,CU,CU3,2015/11/03,23,10.872,2878,46242,0.06,057289-53-9,64.0,CU3-1103-23
36,CU,CU3,2015/11/03,24,11.12,2944,60211,0.08,000111-66-0,95.0,CU3-1103-24
37,CU,CU3,2015/11/03,24,11.12,2944,60211,0.08,038851-70-6,94.0,CU3-1103-24
38,CU,CU3,2015/11/03,24,11.12,2944,60211,0.08,038851-69-3,93.0,CU3-1103-24
39,CU,CU3,2015/11/03,25,11.352,3006,224813,0.3,000066-25-1,90.0,CU3-1103-25
40,CU,CU3,2015/11/03,26,11.483,3041,68853,0.09,000111-67-1,96.0,CU3-1103-26
41,CU,CU3,2015/11/03,26,11.483,3041,68853,0.09,013389-42-9,97.0,CU3-1103-26
42,CU,CU3,2015/11/03,26,11.483,3041,68853,0.09,007642-04-8,95.0,CU3-1103-26
43,CU,CU3,2015/11/03,27,11.611,3075,531994,0.7,000106-36-5,83.0,CU3-1103-27
44,CU,CU3,2015/11/03,28,11.723,3105,5411345,7.15,000123-86-4,83.0,CU3-1103-28
45,CU,CU3,2015/11/03,29,11.892,3150,5923473,7.82,000541-05-9,90.0,CU3-1103-29
46,CU,CU3,2015/11/03,30,12.312,3262,49529,0.07,000538-44-3,43.0,CU3-1103-30
47,CU,CU3,2015/11/03,30,12.312,3262,49529,0.07,999059-38-4,50.0,CU3-1103-30
48,CU,CU3,2015/11/03,30,12.312,3262,49529,0.07,025695-77-6,43.0,CU3-1103-30
49,CU,CU3,2015/11/03,31,12.844,3404,64911,0.09,000544-10-5,42.0,CU3-1103-31
50,CU,CU3,2015/11/03,32,13.002,3446,95171,0.13,000100-41-4,93.0,CU3-1103-32
51,CU,CU3,2015/11/03,33,13.226,3506,742530,0.98,001330-20-7,92.0,CU3-1103-33
52,CU,CU3,2015/11/03,33,13.226,3506,742530,0.98,000106-42-3,92.0,CU3-1103-33
53,CU,CU3,2015/11/03,33,13.226,3506,742530,0.98,000095-47-6,92.0,CU3-1103-33
54,CU,CU3,2015/11/03,34,13.56,3595,20582126,27.18,000624-41-9,83.0,CU3-1103-34
55,CU,CU3,2015/11/03,35,13.74,3643,52720,0.07,000624-41-9,22.0,CU3-1103-35
56,CU,CU3,2015/11/03,35,13.74,3643,52720,0.07,000123-92-2,22.0,CU3-1103-35
57,CU,CU3,2015/11/03,36,13.883,3681,98682,0.13,000100-42-5,93.0,CU3-1103-36
58,CU,CU3,2015/11/03,36,13.883,3681,98682,0.13,000694-87-1,93.0,CU3-1103-36
59,CU,CU3,2015/11/03,37,14.126,3746,426188,0.56,000105-66-8,90.0,CU3-1103-37
60,CU,CU3,2015/11/03,38,14.299,3792,77621,0.1,004389-50-8,64.0,CU3-1103-38
61,CU,CU3,2015/11/03,38,14.299,3792,77621,0.1,002941-78-8,64.0,CU3-1103-38
62,CU,CU3,2015/11/03,38,14.299,3792,77621,0.1,999067-89-0,64.0,CU3-1103-38
63,CU,CU3,2015/11/03,39,14.381,3814,54795,0.07,000111-76-2,58.0,CU3-1103-39
64,CU,CU3,2015/11/03,40,14.452,3833,2772909,3.66,000590-01-2,90.0,CU3-1103-40
65,CU,CU3,2015/11/03,41,14.64,3883,958482,1.27,000628-63-7,83.0,CU3-1103-41
66,CU,CU3,2015/11/03,41,14.64,3883,958482,1.27,000123-92-2,83.0,CU3-1103-41
67,CU,CU3,2015/11/03,42,14.722,3905,85027,0.11,000100-66-3,95.0,CU3-1103-42
68,CU,CU3,2015/11/03,43,14.932,3961,51896,0.07,036982-54-4,50.0,CU3-1103-43
69,CU,CU3,2015/11/03,43,14.932,3961,51896,0.07,999033-80-2,50.0,CU3-1103-43
70,CU,CU3,2015/11/03,44,14.981,3974,177030,0.23,000106-70-7,86.0,CU3-1103-44
71,CU,CU3,2015/11/03,45,15.704,4167,594261,0.78,068039-26-9,83.0,CU3-1103-45
72,CU,CU3,2015/11/03,45,15.704,4167,594261,0.78,037064-20-3,83.0,CU3-1103-45
73,CU,CU3,2015/11/03,46,16.064,4263,188659,0.25,999160-45-4,45.0,CU3-1103-46
74,CU,CU3,2015/11/03,46,16.064,4263,188659,0.25,999161-75-9,43.0,CU3-1103-46
75,CU,CU3,2015/11/03,46,16.064,4263,188659,0.25,000610-49-1,43.0,CU3-1103-46
76,CU,CU3,2015/11/03,47,16.207,4301,114190,0.15,000098-86-2,38.0,CU3-1103-47
77,CU,CU3,2015/11/03,47,16.207,4301,114190,0.15,000622-96-8,38.0,CU3-1103-47
78,CU,CU3,2015/11/03,48,16.585,4402,1428096,1.89,000105-68-0,90.0,CU3-1103-48
79,CU,CU3,2015/11/03,48,16.585,4402,1428096,1.89,002438-20-2,83.0,CU3-1103-48
80,CU,CU3,2015/11/03,49,16.908,4488,39469,0.05,000108-95-2,55.0,CU3-1103-49
81,CU,CU3,2015/11/03,50,17.121,4545,311108,0.41,000110-93-0,93.0,CU3-1103-50
82,CU,CU3,2015/11/03,51,17.26,4582,243187,0.32,000111-13-7,94.0,CU3-1103-51
83,CU,CU3,2015/11/03,52,17.429,4627,1091830,1.44,000109-21-7,90.0,CU3-1103-52
84,CU,CU3,2015/11/03,53,17.556,4661,4339556,5.73,000556-67-2,72.0,CU3-1103-53
85,CU,CU3,2015/11/03,54,17.759,4715,153014,0.2,000111-90-0,86.0,CU3-1103-54
86,CU,CU3,2015/11/03,55,17.837,4736,173854,0.23,000624-54-4,53.0,CU3-1103-55
87,CU,CU3,2015/11/03,55,17.837,4736,173854,0.23,000106-36-5,43.0,CU3-1103-55
88,CU,CU3,2015/11/03,56,18.058,4795,4468185,5.9,000142-92-7,90.0,CU3-1103-56
89,CU,CU3,2015/11/03,57,18.602,4940,76757,0.1,000104-76-7,52.0,CU3-1103-57
90,CU,CU3,2015/11/03,58,18.782,4988,56775,0.07,000629-62-9,47.0,CU3-1103-58
91,CU,CU3,2015/11/03,58,18.782,4988,56775,0.07,000112-95-8,49.0,CU3-1103-58
92,CU,CU3,2015/11/03,59,19.082,5068,1872499,2.47,015706-73-7,90.0,CU3-1103-59
93,CU,CU3,2015/11/03,60,19.487,5176,58847,0.08,002051-30-1,53.0,CU3-1103-60
94,CU,CU3,2015/11/03,60,19.487,5176,58847,0.08,001071-26-7,53.0,CU3-1103-60
95,CU,CU3,2015/11/03,61,19.685,5229,263740,0.35,000540-18-1,90.0,CU3-1103-61
96,CU,CU3,2015/11/03,61,19.685,5229,263740,0.35,051115-64-1,90.0,CU3-1103-61
97,CU,CU3,2015/11/03,61,19.685,5229,263740,0.35,000106-27-4,90.0,CU3-1103-61
98,CU,CU3,2015/11/03,62,19.832,5268,69019,0.09,000629-92-5,43.0,CU3-1103-62
99,CU,CU3,2015/11/03,62,19.832,5268,69019,0.09,000075-83-2,47.0,CU3-1103-62
100,CU,CU3,2015/11/03,62,19.832,5268,69019,0.09,001070-87-7,43.0,CU3-1103-62
101,CU,CU3,2015/11/03,63,20.401,5420,49384,0.07,000141-62-8,64.0,CU3-1103-63
102,CU,CU3,2015/11/03,63,20.401,5420,49384,0.07,000541-05-9,59.0,CU3-1103-63
103,CU,CU3,2015/11/03,64,20.63,5481,63083,0.08,007525-62-4,96.0,CU3-1103-64
104,CU,CU3,2015/11/03,64,20.63,5481,63083,0.08,003454-07-7,94.0,CU3-1103-64
105,CU,CU3,2015/11/03,65,21.001,5580,542578,0.72,000626-77-7,91.0,CU3-1103-65
106,CU,CU3,2015/11/03,66,21.335,5669,861568,1.14,002445-78-5,83.0,CU3-1103-66
107,CU,CU3,2015/11/03,67,21.384,5682,1019629,1.35,002445-76-3,90.0,CU3-1103-67
108,CU,CU3,2015/11/03,68,21.736,5776,173884,0.23,999553-38-0,53.0,CU3-1103-68
109,CU,CU3,2015/11/03,68,21.736,5776,173884,0.23,999368-32-6,59.0,CU3-1103-68
110,CU,CU3,2015/11/03,68,21.736,5776,173884,0.23,068595-69-7,53.0,CU3-1103-68
111,CU,CU3,2015/11/03,69,22.572,5999,194655,0.26,068039-26-9,78.0,CU3-1103-69
112,CU,CU3,2015/11/03,70,22.954,6101,85545,0.11,999556-92-5,72.0,CU3-1103-70
113,CU,CU3,2015/11/03,70,22.954,6101,85545,0.11,127744-55-2,50.0,CU3-1103-70
114,CU,CU3,2015/11/03,70,22.954,6101,85545,0.11,999556-34-9,50.0,CU3-1103-70
115,CU,CU3,2015/11/03,71,23.194,6165,890753,1.18,999656-58-4,64.0,CU3-1103-71
116,CU,CU3,2015/11/03,71,23.194,6165,890753,1.18,000000-00-0,64.0,CU3-1103-71
117,CU,CU3,2015/11/03,71,23.194,6165,890753,1.18,055638-45-4,64.0,CU3-1103-71
118,CU,CU3,2015/11/03,72,24.424,6493,2086452,2.76,000626-82-4,91.0,CU3-1103-72
119,CU,CU3,2015/11/03,73,25.848,6873,39251,0.05,000556-67-2,72.0,CU3-1103-73
120,CU,CU3,2015/11/03,74,26.024,6920,3138842,4.15,999145-36-2,83.0,CU3-1103-74
121,CU,CU3,2015/11/03,74,26.024,6920,3138842,4.15,010032-15-2,83.0,CU3-1103-74
122,CU,CU3,2015/11/03,75,26.568,7065,404172,0.53,999145-27-3,86.0,CU3-1103-75
123,CU,CU3,2015/11/03,75,26.568,7065,404172,0.53,999145-27-2,87.0,CU3-1103-75
124,CU,CU3,2015/11/03,75,26.568,7065,404172,0.53,002198-61-0,90.0,CU3-1103-75
125,CU,CU3,2015/11/03,76,27.779,7388,103692,0.14,000540-07-8,43.0,CU3-1103-76
126,CU,CU3,2015/11/03,77,29.139,7751,359461,0.47,999556-92-5,72.0,CU3-1103-77
127,CU,CU3,2015/11/03,77,29.139,7751,359461,0.47,053044-27-2,64.0,CU3-1103-77
128,CU,CU3,2015/11/03,78,30.991,8245,459789,0.61,006378-65-0,91.0,CU3-1103-78
129,CU,CU3,2015/11/03,79,32.978,8775,61865,0.08,999218-76-9,27.0,CU3-1103-79
130,CU,CU3,2015/11/03,79,32.978,8775,61865,0.08,002035-99-6,27.0,CU3-1103-79
131,CU,CU3,2015/11/03,79,32.978,8775,61865,0.08,999218-77-0,27.0,CU3-1103-79
132,CU,CU3,2015/11/03,80,33.574,8934,51154,0.07,007568-93-6,10.0,CU3-1103-80
133,CU,CU3,2015/11/03,80,33.574,8934,51154,0.07,999045-21-0,9.0,CU3-1103-80
134,CU,CU3,2015/11/03,80,33.574,8934,51154,0.07,999320-05-8,10.0,CU3-1103-80
135,CU,CU3,2015/11/03,81,33.983,9043,55910,0.07,000590-17-0,10.0,CU3-1103-81
136,CU,CU3,2015/11/03,81,33.983,9043,55910,0.07,049831-79-0,16.0,CU3-1103-81
137,CU,CU3,2015/11/03,82,34.08,9069,137401,0.18,000644-30-4,93.0,CU3-1103-82
138,CU,CU3,2015/11/03,83,34.403,9155,123495,0.16,013474-59-4,87.0,CU3-1103-83
139,CU,CU3,2015/11/03,83,34.403,9155,123495,0.16,026560-14-5,70.0,CU3-1103-83
140,CU,CU3,2015/11/03,84,34.586,9204,82512,0.11,000141-63-9,50.0,CU3-1103-84
141,CU,CU3,2015/11/03,84,34.586,9204,82512,0.11,000000-00-0,58.0,CU3-1103-84
142,CU,CU3,2015/11/03,85,34.807,9263,1874743,2.48,000502-61-4,95.0,CU3-1103-85
143,CU,CU3,2015/11/03,86,34.991,9312,111538,0.15,000128-37-0,98.0,CU3-1103-86
144,CU,CU3,2015/11/03,87,35.332,9403,148187,0.2,025246-27-9,78.0,CU3-1103-87
145,CU,CU3,2015/11/03,87,35.332,9403,148187,0.2,014912-44-8,76.0,CU3-1103-87
146,CU,CU3,2015/11/03,87,35.332,9403,148187,0.2,005989-08-2,83.0,CU3-1103-87
147,CU,CU3,2015/11/03,88,36.153,9622,45168,0.06,999461-67-6,10.0,CU3-1103-88
148,CU,CU3,2015/11/03,88,36.153,9622,45168,0.06,000111-86-4,9.0,CU3-1103-88
149,CU,CU3,2015/11/03,88,36.153,9622,45168,0.06,000051-67-2,10.0,CU3-1103-88
150,CU,CU3,2015/11/03,89,36.652,9755,47428,0.06,999461-67-6,10.0,CU3-1103-89
151,CU,CU3,2015/11/03,89,36.652,9755,47428,0.06,337497-67-3,12.0,CU3-1103-89
152,CU,CU3,2015/11/03,89,36.652,9755,47428,0.06,006908-41-4,43.0,CU3-1103-89
153,CU,CU3,2015/11/03,90,36.97,9840,1476858,1.95,000086-73-7,97.0,CU3-1103-90
154,CU,CU3,2015/11/03,91,37.375,9948,51130,0.07,002489-86-3,60.0,CU3-1103-91
155,CU,CU3,2015/11/03,91,37.375,9948,51130,0.07,000086-73-7,72.0,CU3-1103-91
156,CU,CU3,2015/11/03,91,37.375,9948,51130,0.07,001855-47-6,55.0,CU3-1103-91
157,CU,CU3,2015/11/03,92,37.45,9968,321305,0.42,999104-62-8,38.0,CU3-1103-92
158,CU,CU3,2015/11/03,92,37.45,9968,321305,0.42,022545-15-9,46.0,CU3-1103-92
159,CU,CU3,2015/11/03,92,37.45,9968,321305,0.42,999095-21-9,46.0,CU3-1103-92
160,CU,CU3,2015/11/03,93,37.728,10042,135692,0.18,002489-86-3,60.0,CU3-1103-93
161,CU,CU3,2015/11/03,93,37.728,10042,135692,0.18,000643-58-3,58.0,CU3-1103-93
162,CU,CU3,2015/11/03,94,38.11,10144,200329,0.26,002733-51-9,30.0,CU3-1103-94
163,CU,CU3,2015/11/03,94,38.11,10144,200329,0.26,000080-46-6,46.0,CU3-1103-94
164,CU,CU3,2015/11/03,94,38.11,10144,200329,0.26,013754-86-4,38.0,CU3-1103-94
165,CU,CU3,2015/11/03,95,40.172,10694,51575,0.07,001730-37-6,93.0,CU3-1103-95
166,CU,CU3,2015/11/03,95,40.172,10694,51575,0.07,002523-37-7,93.0,CU3-1103-95
167,CU,CU3,2015/11/03,96,40.239,10712,121098,0.16,001430-97-3,96.0,CU3-1103-96
168,CU,CU3,2015/11/03,96,40.239,10712,121098,0.16,001730-37-6,96.0,CU3-1103-96
169,CU,CU3,2015/11/03,96,40.239,10712,121098,0.16,002523-39-9,96.0,CU3-1103-96
170,CU,CU3,2015/11/03,97,40.419,10760,57009,0.08,001430-97-3,92.0,CU3-1103-97
171,CU,CU3,2015/11/03,97,40.419,10760,57009,0.08,001730-37-6,93.0,CU3-1103-97
172,CU,CU3,2015/11/03,98,40.719,10840,88287,0.12,001556-99-6,93.0,CU3-1103-98
173,CU,CU3,2015/11/03,98,40.719,10840,88287,0.12,001430-97-3,78.0,CU3-1103-98
174,CU,CU3,2015/11/03,99,42.376,11282,428189,0.57,000120-12-7,95.0,CU3-1103-99
175,CU,CU3,2015/11/03,99,42.376,11282,428189,0.57,000085-01-8,96.0,CU3-1103-99
176,CU,CU3,2015/11/03,100,42.631,11350,36767,0.05,000120-12-7,92.0,CU3-1103-100
177,CU,CU3,2015/11/03,100,42.631,11350,36767,0.05,000501-65-5,90.0,CU3-1103-100
178,CU,CU3,2015/11/03,100,42.631,11350,36767,0.05,000085-01-8,90.0,CU3-1103-100
179,CU,CU3,2015/11/25,1,2.172,557,75891,0.28,000124-38-9,4.0,CU3-1125-1
180,CU,CU3,2015/11/25,2,2.276,585,361290,1.32,000124-38-9,4.0,CU3-1125-2
181,CU,CU3,2015/11/25,3,8.087,2135,88552,0.32,001708-29-8,25.0,CU3-1125-3
182,CU,CU3,2015/11/25,3,8.087,2135,88552,0.32,014092-20-7,25.0,CU3-1125-3
183,CU,CU3,2015/11/25,4,8.192,2163,36715,0.13,000123-72-8,90.0,CU3-1125-4
184,CU,CU3,2015/11/25,5,8.391,2216,22500,0.08,000110-60-1,36.0,CU3-1125-5
185,CU,CU3,2015/11/25,5,8.391,2216,22500,0.08,000141-78-6,37.0,CU3-1125-5
186,CU,CU3,2015/11/25,6,8.443,2230,378275,1.38,000109-99-9,90.0,CU3-1125-6
187,CU,CU3,2015/11/25,7,8.698,2298,30941,0.11,000071-43-2,91.0,CU3-1125-7
188,CU,CU3,2015/11/25,8,8.735,2308,31163,0.11,999100-34-0,43.0,CU3-1125-8
189,CU,CU3,2015/11/25,8,8.735,2308,31163,0.11,000096-17-3,43.0,CU3-1125-8
190,CU,CU3,2015/11/25,8,8.735,2308,31163,0.11,017342-50-6,43.0,CU3-1125-8
191,CU,CU3,2015/11/25,9,8.792,2323,290550,1.06,001115-11-3,60.0,CU3-1125-9
192,CU,CU3,2015/11/25,9,8.792,2323,290550,1.06,000922-63-4,70.0,CU3-1125-9
193,CU,CU3,2015/11/25,10,8.957,2367,43123,0.16,000626-91-5,50.0,CU3-1125-10
194,CU,CU3,2015/11/25,10,8.957,2367,43123,0.16,007289-51-2,56.0,CU3-1125-10
195,CU,CU3,2015/11/25,10,8.957,2367,43123,0.16,062016-48-2,59.0,CU3-1125-10
196,CU,CU3,2015/11/25,11,9.08,2400,10753,0.04,000110-62-3,50.0,CU3-1125-11
197,CU,CU3,2015/11/25,11,9.08,2400,10753,0.04,000590-86-3,64.0,CU3-1125-11
198,CU,CU3,2015/11/25,12,9.275,2452,216579,0.79,000109-60-4,78.0,CU3-1125-12
199,CU,CU3,2015/11/25,13,9.586,2535,552586,2.02,000137-32-6,91.0,CU3-1125-13
200,CU,CU3,2015/11/25,13,9.586,2535,552586,2.02,034713-94-5,91.0,CU3-1125-13
201,CU,CU3,2015/11/25,14,9.954,2633,127077,0.46,000108-88-3,93.0,CU3-1125-14
202,CU,CU3,2015/11/25,15,10.104,2673,74476,0.27,000110-19-0,64.0,CU3-1125-15
203,CU,CU3,2015/11/25,16,10.516,2783,63189,0.23,000066-25-1,59.0,CU3-1125-16
204,CU,CU3,2015/11/25,17,10.58,2800,36815,0.13,000105-54-4,93.0,CU3-1125-17
205,CU,CU3,2015/11/25,18,10.703,2833,343136,1.26,000106-36-5,90.0,CU3-1125-18
206,CU,CU3,2015/11/25,19,10.778,2853,1473227,5.39,000123-86-4,90.0,CU3-1125-19
207,CU,CU3,2015/11/25,20,10.831,2867,2799017,10.24,000541-05-9,91.0,CU3-1125-20
208,CU,CU3,2015/11/25,21,11.562,3062,49644,0.18,007452-79-1,90.0,CU3-1125-21
209,CU,CU3,2015/11/25,22,11.689,3096,19879,0.07,002216-34-4,50.0,CU3-1125-22
210,CU,CU3,2015/11/25,23,11.794,3124,15815,0.06,000100-41-4,76.0,CU3-1125-23
211,CU,CU3,2015/11/25,23,11.794,3124,15815,0.06,000000-00-0,76.0,CU3-1125-23
212,CU,CU3,2015/11/25,24,11.963,3169,53767,0.2,001330-20-7,95.0,CU3-1125-24
213,CU,CU3,2015/11/25,24,11.963,3169,53767,0.2,000095-47-6,95.0,CU3-1125-24
214,CU,CU3,2015/11/25,25,12.09,3203,44843,0.16,000111-27-3,64.0,CU3-1125-25
215,CU,CU3,2015/11/25,25,12.09,3203,44843,0.16,002415-72-7,64.0,CU3-1125-25
216,CU,CU3,2015/11/25,26,12.199,3232,10597299,38.77,000624-41-9,83.0,CU3-1125-26
217,CU,CU3,2015/11/25,27,12.552,3326,35459,0.13,000103-09-3,10.0,CU3-1125-27
218,CU,CU3,2015/11/25,27,12.552,3326,35459,0.13,000624-41-9,10.0,CU3-1125-27
219,CU,CU3,2015/11/25,27,12.552,3326,35459,0.13,999149-81-4,14.0,CU3-1125-27
220,CU,CU3,2015/11/25,28,12.698,3365,274150,1.0,000105-66-8,91.0,CU3-1125-28
221,CU,CU3,2015/11/25,29,12.953,3433,1047593,3.83,000590-01-2,83.0,CU3-1125-29
222,CU,CU3,2015/11/25,30,13.144,3484,322710,1.18,000628-63-7,83.0,CU3-1125-30
223,CU,CU3,2015/11/25,31,13.305,3527,52072,0.19,000100-66-3,96.0,CU3-1125-31
224,CU,CU3,2015/11/25,32,13.998,3712,453500,1.66,037064-20-3,83.0,CU3-1125-32
225,CU,CU3,2015/11/25,32,13.998,3712,453500,1.66,015706-73-7,83.0,CU3-1125-32
226,CU,CU3,2015/11/25,33,14.467,3837,36355,0.13,000947-73-9,43.0,CU3-1125-33
227,CU,CU3,2015/11/25,33,14.467,3837,36355,0.13,074795-24-7,43.0,CU3-1125-33
228,CU,CU3,2015/11/25,33,14.467,3837,36355,0.13,000613-13-8,46.0,CU3-1125-33
229,CU,CU3,2015/11/25,34,14.643,3884,14356,0.05,000532-28-5,50.0,CU3-1125-34
230,CU,CU3,2015/11/25,34,14.643,3884,14356,0.05,000098-86-2,46.0,CU3-1125-34
231,CU,CU3,2015/11/25,34,14.643,3884,14356,0.05,000100-52-7,72.0,CU3-1125-34
232,CU,CU3,2015/11/25,35,14.767,3917,585024,2.14,000624-54-4,86.0,CU3-1125-35
233,CU,CU3,2015/11/25,35,14.767,3917,585024,2.14,000105-68-0,86.0,CU3-1125-35
234,CU,CU3,2015/11/25,36,15.412,4089,15266,0.06,064353-29-3,9.0,CU3-1125-36
235,CU,CU3,2015/11/25,36,15.412,4089,15266,0.06,061172-74-5,9.0,CU3-1125-36
236,CU,CU3,2015/11/25,37,15.547,4125,1412661,5.17,000141-63-9,83.0,CU3-1125-37
237,CU,CU3,2015/11/25,37,15.547,4125,1412661,5.17,000556-67-2,91.0,CU3-1125-37
238,CU,CU3,2015/11/25,38,15.689,4163,20410,0.07,000123-66-0,58.0,CU3-1125-38
239,CU,CU3,2015/11/25,39,15.922,4225,53538,0.2,000624-54-4,50.0,CU3-1125-39
240,CU,CU3,2015/11/25,40,16.083,4268,1148904,4.2,000142-92-7,90.0,CU3-1125-40
241,CU,CU3,2015/11/25,41,16.495,4378,22937,0.08,999045-21-0,27.0,CU3-1125-41
242,CU,CU3,2015/11/25,41,16.495,4378,22937,0.08,001120-56-5,10.0,CU3-1125-41
243,CU,CU3,2015/11/25,42,16.971,4505,800037,2.93,015706-73-7,90.0,CU3-1125-42
244,CU,CU3,2015/11/25,43,17.312,4596,37257,0.14,999368-75-2,72.0,CU3-1125-43
245,CU,CU3,2015/11/25,43,17.312,4596,37257,0.14,007045-71-8,72.0,CU3-1125-43
246,CU,CU3,2015/11/25,43,17.312,4596,37257,0.14,002213-23-2,72.0,CU3-1125-43
247,CU,CU3,2015/11/25,44,17.541,4657,95152,0.35,000540-18-1,83.0,CU3-1125-44
248,CU,CU3,2015/11/25,44,17.541,4657,95152,0.35,051115-64-1,90.0,CU3-1125-44
249,CU,CU3,2015/11/25,45,18.763,4983,256630,0.94,000626-77-7,91.0,CU3-1125-45
250,CU,CU3,2015/11/25,46,19.022,5052,275121,1.01,002445-78-5,90.0,CU3-1125-46
251,CU,CU3,2015/11/25,47,19.127,5080,255744,0.94,002445-76-3,90.0,CU3-1125-47
252,CU,CU3,2015/11/25,48,19.61,5209,23145,0.08,999407-68-5,42.0,CU3-1125-48
253,CU,CU3,2015/11/25,48,19.61,5209,23145,0.08,999612-30-5,40.0,CU3-1125-48
254,CU,CU3,2015/11/25,48,19.61,5209,23145,0.08,999368-32-6,64.0,CU3-1125-48
255,CU,CU3,2015/11/25,49,20.202,5367,62723,0.23,068039-26-9,91.0,CU3-1125-49
256,CU,CU3,2015/11/25,50,20.619,5478,24780,0.09,015520-10-2,9.0,CU3-1125-50
257,CU,CU3,2015/11/25,50,20.619,5478,24780,0.09,000543-24-8,9.0,CU3-1125-50
258,CU,CU3,2015/11/25,50,20.619,5478,24780,0.09,065208-15-3,9.0,CU3-1125-50
259,CU,CU3,2015/11/25,51,20.716,5504,279972,1.02,013450-73-2,95.0,CU3-1125-51
260,CU,CU3,2015/11/25,51,20.716,5504,279972,1.02,037148-64-4,64.0,CU3-1125-51
261,CU,CU3,2015/11/25,51,20.716,5504,279972,1.02,068595-69-7,64.0,CU3-1125-51
262,CU,CU3,2015/11/25,52,21.942,5831,643830,2.36,000626-82-4,90.0,CU3-1125-52
263,CU,CU3,2015/11/25,53,23.43,6228,598720,2.19,999145-36-1,91.0,CU3-1125-53
264,CU,CU3,2015/11/25,53,23.43,6228,598720,2.19,010032-15-2,90.0,CU3-1125-53
265,CU,CU3,2015/11/25,54,23.955,6368,81185,0.3,999145-27-4,86.0,CU3-1125-54
266,CU,CU3,2015/11/25,54,23.955,6368,81185,0.3,999145-27-3,86.0,CU3-1125-54
